Time_s,rpm,speed_kph,throttle_pos,engine_load,coolant_temp_C,coolant_pressure_PSI,intake_air_temp_C
6162,1967.03,26.93,11.37,23.0,111.14,13.89,27.35
6163,1973.39,27.66,11.22,22.77,111.11,14.16,27.36
6164,1945.22,28.38,11.45,22.63,111.07,14.15,27.35
6165,1934.43,29.01,9.68,21.56,111.06,13.68,27.4
6166,1915.25,29.53,10.33,19.75,111.01,13.45,27.51
6167,1907.0,30.97,11.12,26.22,111.12,14.34,27.44
6168,1950.86,32.0,12.17,24.84,111.19,13.64,27.58
6169,1967.66,33.25,11.06,24.56,111.2,13.59,27.48
6170,1988.59,34.57,11.36,26.98,111.19,14.06,27.47
6171,2047.54,35.49,12.45,25.2,111.14,13.68,27.55
6172,2074.11,36.18,12.12,22.94,111.13,13.79,27.63
6173,2127.81,36.93,12.35,23.82,111.12,14.01,27.65
6174,2136.95,37.4,12.06,21.38,111.15,13.88,27.83
6175,2161.68,37.88,11.83,20.24,111.19,13.98,27.68
6176,2174.11,38.19,12.79,19.55,111.12,13.99,27.73
6177,2215.96,38.58,11.62,19.72,111.13,13.86,27.83
6178,2239.31,38.93,11.65,18.49,111.18,14.04,27.69
6179,2280.81,39.33,11.96,18.71,111.18,13.93,27.89
6180,2307.72,39.69,12.77,18.39,111.15,14.03,27.91
6181,2290.49,39.93,12.59,17.44,111.13,14.51,27.75
6182,2310.28,40.09,13.27,18.05,111.11,14.24,27.72
6183,2302.28,40.14,13.01,17.5,111.11,14.06,27.65
6184,2333.32,40.21,12.92,17.85,111.09,14.37,27.8
6185,2365.75,40.42,12.89,17.7,111.08,14.58,27.8
6186,2396.52,40.49,13.24,17.27,111.16,14.52,27.76
6187,2408.12,40.56,13.48,16.85,111.23,14.03,27.89
6188,2386.87,40.41,12.32,14.88,111.27,14.34,28.03
6189,2404.47,40.29,12.35,15.92,111.28,13.63,27.95
6190,2422.84,40.12,12.63,15.37,111.21,14.33,27.93
6191,2428.11,40.25,13.69,16.98,111.18,14.52,28.01
6192,2437.65,40.24,12.6,15.73,111.16,14.42,27.93
6193,2406.04,40.15,12.85,15.26,111.15,14.63,27.89
6194,2417.83,40.21,12.4,16.71,111.14,14.46,27.88
6195,2424.19,40.14,12.4,16.16,111.13,14.01,27.79
6196,2408.0,40.25,11.44,16.24,111.16,14.33,27.63
6197,2428.36,40.19,11.36,15.36,111.15,14.37,27.68
6198,2425.75,40.2,11.57,15.9,111.22,14.45,27.49
6199,2436.39,39.97,10.72,15.66,111.23,14.39,27.43
6200,2450.99,39.94,11.88,15.88,111.23,14.38,27.34
6201,2460.25,39.96,10.55,15.12,111.14,14.84,27.19
6202,2434.05,39.79,11.0,15.29,111.1,13.98,27.26
6203,2429.56,39.75,9.03,14.31,111.12,14.18,27.25
6204,2474.75,39.55,9.0,16.03,111.05,14.14,27.25
6205,2498.59,39.39,9.55,16.12,111.07,14.64,27.1
6206,2507.87,39.31,10.24,16.84,111.1,14.42,27.12
6207,2504.51,39.28,10.2,16.9,111.15,14.11,27.15
6208,2475.45,39.13,10.05,16.64,111.2,14.26,27.2
6209,2465.99,38.99,10.56,17.59,111.15,14.98,27.28
6210,2452.29,38.91,11.33,18.34,111.13,14.18,27.36
6211,2447.91,38.99,12.4,19.69,111.18,14.55,27.39
6212,2417.05,39.07,11.24,19.61,111.11,14.77,27.29
6213,2439.3,39.26,11.11,19.1,111.09,14.15,27.25
6214,2385.74,39.33,9.35,17.88,111.08,14.14,27.29
6215,2409.95,39.37,8.41,17.3,111.12,15.18,27.24
6216,2431.38,39.38,8.08,16.82,111.1,15.1,27.17
6217,2476.95,38.98,9.03,19.9,111.06,13.94,27.18
6218,2464.98,38.98,8.8,18.57,111.04,14.49,27.44
6219,2449.63,39.06,8.8,18.91,111.02,14.2,27.39
6220,2449.95,39.18,9.28,19.24,110.97,13.91,27.46
6221,2458.58,39.13,8.88,18.31,110.96,14.34,27.36
6222,2453.07,39.19,7.5,17.41,110.98,14.53,27.48
6223,2428.53,39.56,7.41,19.33,110.95,14.12,27.6
6224,2442.05,39.55,7.64,16.5,110.95,14.43,27.69
6225,2442.08,39.42,8.32,17.05,110.96,14.31,27.8
6226,2421.68,39.37,8.4,17.17,111.02,14.63,27.77
6227,2391.86,39.39,8.99,17.23,110.95,14.31,27.79
6228,2448.48,39.46,9.94,18.21,110.95,14.25,27.92
6229,2465.11,39.43,10.91,19.45,110.96,14.53,27.97
6230,2474.06,39.41,11.03,19.94,110.96,14.59,27.78
6231,2467.42,39.3,10.09,19.62,110.92,14.56,27.86
6232,2477.95,39.38,9.19,20.07,110.94,14.41,27.81
6233,2452.59,39.47,8.47,19.71,110.93,13.96,27.96
6234,2454.97,39.4,7.83,19.27,110.94,14.44,28.0
6235,2458.06,39.41,8.2,18.94,110.88,14.13,27.84
6236,2437.16,39.63,10.07,22.43,110.89,14.35,27.87
6237,2438.52,39.79,10.4,22.22,110.98,14.49,27.85
6238,2434.21,39.91,10.43,23.84,110.94,14.09,27.85
6239,2424.69,40.08,11.32,25.8,110.91,15.0,27.88
6240,2421.71,40.25,10.69,24.8,110.87,14.58,28.06
6241,2395.89,40.23,11.54,23.84,110.9,14.59,28.09
6242,2428.96,40.22,12.24,24.19,110.9,14.54,28.07
6243,2467.6,40.2,12.15,24.7,110.94,14.12,28.21
6244,2451.12,40.07,13.69,24.94,110.98,14.43,28.45
6245,2477.91,40.11,14.32,26.1,110.98,13.92,28.57
6246,2478.02,40.06,14.0,24.08,111.01,14.64,28.54
6247,2478.48,40.07,13.57,23.27,111.0,14.53,28.55
6248,2452.55,40.0,12.95,22.51,111.01,14.61,28.62
6249,2443.47,39.79,12.63,21.66,111.07,14.62,28.62
6250,2458.34,39.97,12.45,21.31,111.13,14.33,28.78
6251,2440.9,39.95,12.03,20.65,111.13,14.28,28.72
6252,2429.14,39.75,11.73,19.57,111.17,14.45,28.84
6253,2423.63,39.81,10.71,19.01,111.22,14.59,28.79
6254,2360.07,39.7,10.26,18.76,111.23,14.28,28.66
6255,2378.72,39.62,9.03,19.25,111.17,14.6,28.66
6256,2400.6,39.51,9.53,19.03,111.2,14.29,28.56
6257,2414.86,39.62,9.76,19.0,111.24,14.21,28.6
6258,2438.78,39.61,9.76,17.91,111.28,14.27,28.55
6259,2431.86,39.57,10.57,19.05,111.26,14.78,28.42
6260,2470.88,39.59,9.9,19.95,111.29,14.75,28.52
6261,2452.18,39.69,9.47,20.38,111.21,14.49,28.62
6262,2448.68,39.8,8.47,20.15,111.2,14.74,28.73
6263,2443.7,39.76,9.52,18.8,111.2,14.63,28.7
6264,2449.07,39.65,10.12,19.37,111.19,14.47,28.69
6265,2445.18,39.58,11.25,20.31,111.17,14.63,28.69
6266,2443.3,39.31,12.46,20.78,111.15,14.49,28.64
6267,2430.1,39.33,11.95,20.69,111.13,14.28,28.67
6268,2422.83,39.26,11.25,19.45,111.19,14.46,28.64
6269,2380.26,39.28,9.77,19.64,111.17,14.45,28.49
6270,2403.43,39.23,8.98,18.25,111.22,14.97,28.5
6271,2386.99,39.21,8.89,18.12,111.24,14.71,28.38
6272,2382.34,39.12,7.42,17.86,111.21,14.28,28.37
6273,2366.27,39.04,6.88,18.39,111.23,14.66,28.5
6274,2385.2,39.07,7.21,19.53,111.22,14.13,28.6
6275,2378.45,38.86,8.26,20.34,111.3,14.55,28.51
6276,2334.34,38.84,7.92,19.61,111.36,14.91,28.49
6277,2349.78,38.7,8.29,21.36,111.38,14.47,28.48
6278,2342.96,38.67,10.01,22.51,111.33,14.63,28.43
6279,2349.98,38.48,8.62,21.44,111.34,14.26,28.3
6280,2372.76,38.35,9.68,21.46,111.32,14.44,28.3
6281,2357.11,38.49,10.14,22.72,111.36,14.57,28.44
6282,2361.97,38.39,11.19,21.72,111.33,14.42,28.48
6283,2351.72,38.35,11.89,20.79,111.35,14.78,28.35
6284,2377.95,38.38,11.24,20.76,111.31,14.43,28.46
6285,2383.39,38.51,11.24,19.64,111.36,14.3,28.49
6286,2385.82,38.52,10.01,18.72,111.38,14.75,28.45
6287,2362.34,38.33,9.64,18.83,111.47,14.84,28.52
6288,2380.87,38.18,9.75,18.69,111.5,14.82,28.54
6289,2399.64,38.18,10.07,19.74,111.48,14.49,28.49
6290,2383.37,38.19,10.75,20.5,111.46,14.64,28.49
6291,2388.6,38.3,12.04,20.72,111.5,14.58,28.53
6292,2400.81,38.15,11.54,19.9,111.5,14.87,28.57
6293,2445.14,38.3,12.43,20.89,111.56,14.46,28.56
6294,2446.46,38.17,12.45,19.74,111.58,14.85,28.48
6295,2439.33,38.16,11.2,20.07,111.62,14.04,28.24
6296,2430.23,38.2,11.03,20.61,111.56,14.74,28.23
6297,2424.03,38.29,11.12,20.26,111.54,14.73,28.2
6298,2436.13,38.36,10.42,20.08,111.58,14.78,28.3
6299,2413.28,38.33,9.6,18.61,111.53,14.22,28.32
6300,2431.49,38.67,9.01,20.14,111.5,14.78,28.34
6301,2398.38,38.77,8.78,19.65,111.47,14.46,28.39
6302,2414.37,38.9,8.34,21.54,111.51,14.08,28.4
6303,2434.89,39.02,9.61,23.16,111.53,14.24,28.36
6304,2449.53,39.03,7.76,21.83,111.5,14.82,28.38
6305,2451.03,38.93,8.13,21.75,111.51,14.35,28.59
6306,2455.77,39.05,8.87,23.29,111.48,14.43,28.45
6307,2444.59,39.18,8.34,22.87,111.55,14.53,28.41
6308,2420.87,39.26,8.43,21.18,111.62,14.71,28.34
6309,2427.17,39.17,8.38,21.85,111.64,14.52,28.34
6310,2430.02,39.32,8.63,21.76,111.67,14.89,28.31
6311,2449.21,39.22,9.36,21.88,111.64,15.03,28.3
6312,2444.52,39.18,9.95,22.4,111.66,14.52,28.26
6313,2446.69,39.24,9.57,23.75,111.66,14.39,28.28
6314,2449.94,39.09,8.48,23.26,111.74,14.34,28.24
6315,2459.76,39.28,8.93,23.9,111.79,14.5,28.11
6316,2475.75,39.29,8.58,23.18,111.81,13.91,28.16
6317,2453.17,39.56,8.51,24.05,111.79,14.43,27.96
6318,2466.79,39.56,8.91,21.68,111.77,14.38,28.01
6319,2461.58,39.67,8.8,20.66,111.74,14.22,28.19
6320,2473.87,39.71,9.26,20.27,111.72,14.43,28.13
6321,2502.49,39.81,11.47,20.29,111.72,14.15,28.23
6322,2456.04,39.85,11.97,20.96,111.8,14.37,28.23
6323,2482.36,39.85,12.93,19.97,111.72,14.54,28.35
6324,2478.73,39.86,13.13,19.83,111.75,14.15,28.32
6325,2460.97,39.89,12.97,19.58,111.72,14.54,28.21
6326,2455.74,40.19,13.33,21.51,111.73,14.49,28.2
6327,2441.03,40.48,13.6,20.86,111.7,14.68,28.33
6328,2458.42,40.35,14.02,20.3,111.73,14.5,28.41
6329,2442.48,40.33,13.75,20.25,111.71,14.41,28.37
6330,2473.25,40.37,12.44,20.11,111.71,14.81,28.45
6331,2489.28,40.35,11.1,18.97,111.74,14.69,28.54
6332,2493.53,40.26,11.45,19.55,111.74,14.54,28.52
6333,2451.11,40.16,10.48,20.01,111.72,14.53,28.67
6334,2428.35,40.11,11.07,22.04,111.68,14.19,28.56
6335,2435.58,40.43,12.28,23.55,111.68,14.2,28.57
6336,2443.38,40.51,12.0,21.87,111.67,14.52,28.64
6337,2470.05,40.57,12.89,20.64,111.68,14.29,28.52
6338,2416.59,40.63,12.93,20.95,111.67,14.46,28.52
6339,2413.95,40.78,12.82,20.34,111.72,14.66,28.6
6340,2444.69,40.97,12.79,20.98,111.7,14.21,28.59
6341,2447.11,40.86,11.94,20.44,111.66,14.39,28.58
6342,2446.22,40.84,11.07,19.74,111.62,14.69,28.45
6343,2421.55,40.73,9.74,18.4,111.69,14.08,28.47
6344,2454.42,40.91,9.37,20.45,111.68,14.04,28.45
6345,2451.56,40.72,11.23,20.56,111.65,13.66,28.48
6346,2480.61,40.77,10.03,19.65,111.64,14.47,28.51
6347,2512.3,40.64,9.18,19.22,111.58,14.41,28.46
6348,2536.66,40.62,8.71,18.49,111.58,14.42,28.42
6349,2529.74,40.45,8.32,19.1,111.67,14.73,28.4
6350,2514.55,40.4,8.79,19.26,111.71,14.7,28.36
6351,2500.58,40.52,8.57,20.88,111.8,14.58,28.52
6352,2538.96,40.53,8.65,19.72,111.8,14.06,28.66
6353,2528.94,40.59,8.22,19.83,111.8,13.98,28.54
6354,2545.68,40.62,8.12,19.68,111.77,14.5,28.76
6355,2549.57,40.73,8.41,20.41,111.81,14.72,28.7
6356,2534.39,40.61,8.55,19.23,111.86,13.88,28.72
6357,2524.79,40.59,10.37,18.19,111.85,14.88,28.81
6358,2545.55,40.66,10.44,19.27,111.91,15.07,28.67
6359,2540.8,40.7,10.34,19.18,111.9,14.44,28.61
6360,2527.65,40.9,8.51,18.85,111.9,15.02,28.59
6361,2508.85,40.83,8.94,17.39,111.9,14.18,28.66
6362,2514.17,40.75,7.56,16.12,111.92,14.17,28.68
6363,2501.38,40.6,8.34,15.12,111.96,14.36,28.67
6364,2511.73,40.46,8.7,16.3,111.95,14.32,28.63
6365,2559.55,40.38,9.56,17.41,112.02,14.86,28.7
6366,2559.77,40.25,9.18,16.39,112.06,14.3,28.78
6367,2584.93,40.11,9.36,18.6,112.09,14.16,28.73
6368,2556.01,40.01,10.05,17.93,112.12,13.86,28.7
6369,2558.09,39.91,9.38,18.3,112.09,14.22,28.91
6370,2572.46,40.07,10.09,19.67,112.08,14.52,28.93
6371,2586.84,39.94,10.61,18.08,112.07,14.45,28.94
6372,2596.75,39.85,10.52,18.45,112.06,14.24,28.75
6373,2579.74,39.72,11.81,18.8,112.07,14.93,28.63
6374,2582.88,39.78,12.15,18.94,112.09,14.42,28.56
6375,2548.01,39.95,10.75,19.96,112.06,14.12,28.55
6376,2569.92,39.86,11.55,19.87,112.12,14.4,28.44
6377,2537.48,39.84,10.94,20.03,112.11,14.27,28.49
6378,2553.1,39.76,11.56,20.13,112.14,14.15,28.45
6379,2562.61,39.78,11.73,20.57,112.1,14.7,28.37
6380,2569.11,39.6,9.51,19.6,112.03,14.41,28.41
6381,2595.69,39.63,10.13,20.47,112.1,14.4,28.5
6382,2597.99,39.54,10.02,19.48,112.07,14.63,28.43
6383,2552.19,39.52,9.72,17.41,112.1,14.67,28.41
6384,2550.98,39.58,9.51,18.83,112.07,14.29,28.26
6385,2500.83,39.63,10.29,18.82,112.14,14.47,28.21
6386,2493.24,39.67,9.62,18.99,112.17,14.27,28.22
6387,2479.7,39.57,10.62,18.54,112.16,14.34,28.27
6388,2489.26,39.65,9.46,18.51,112.16,14.29,28.19
6389,2468.38,39.64,9.82,19.24,112.21,14.78,28.14
6390,2451.04,39.64,10.53,19.69,112.17,14.68,28.15
6391,2462.3,39.69,11.18,21.83,112.17,14.45,28.12
6392,2487.02,39.92,11.4,23.68,112.14,14.94,28.07
6393,2485.88,40.07,11.25,22.4,112.12,14.43,28.25
6394,2530.6,39.97,10.77,21.72,112.1,14.61,28.3
6395,2515.18,39.85,9.79,22.35,112.12,14.31,28.31
6396,2521.99,39.83,9.34,22.13,112.14,14.22,28.32
6397,2520.77,39.8,8.71,22.13,112.16,13.6,28.31
6398,2506.56,39.92,8.08,23.36,112.2,14.35,28.39
6399,2528.2,39.99,9.83,21.81,112.2,14.29,28.55
6400,2503.05,40.06,8.59,21.58,112.14,14.35,28.52
6401,2457.59,40.03,9.71,22.18,112.15,14.52,28.58
6402,2458.6,40.33,8.99,22.95,112.15,14.28,28.63
6403,2456.03,40.22,8.35,21.46,112.19,14.33,28.65
6404,2480.58,40.31,7.82,21.7,112.24,14.54,28.63
6405,2457.47,40.64,7.4,21.43,112.24,14.35,28.64
6406,2473.49,40.7,8.52,20.78,112.26,14.17,28.7
6407,2484.89,40.64,9.23,20.61,112.32,15.0,28.76
6408,2493.55,40.7,9.24,20.83,112.35,14.84,28.84
6409,2515.59,40.6,11.57,21.81,112.36,14.38,28.82
6410,2513.66,40.64,11.52,21.21,112.42,14.63,28.86
6411,2513.0,40.56,11.5,21.41,112.47,14.56,28.64
6412,2519.82,40.49,10.89,20.41,112.39,14.65,28.46
6413,2516.2,40.77,10.39,22.96,112.35,14.55,28.41
6414,2487.8,40.75,10.02,21.72,112.37,14.18,28.26
6415,2481.4,40.62,10.79,22.91,112.41,14.36,28.3
6416,2478.69,40.57,11.26,23.16,112.42,14.37,28.23
6417,2471.38,40.71,12.32,23.81,112.45,14.03,28.19
6418,2469.05,40.59,11.61,21.94,112.46,14.71,28.22
6419,2477.37,40.64,12.04,21.72,112.49,14.05,28.32
6420,2476.93,40.87,12.28,22.63,112.45,14.18,28.27
6421,2499.81,40.98,12.55,21.54,112.51,14.64,28.33
6422,2521.17,41.21,11.82,22.32,112.56,14.24,28.26
6423,2475.59,41.38,11.0,20.81,112.56,14.68,28.34
6424,2455.71,41.51,11.5,20.14,112.59,14.85,28.41
6425,2419.76,41.61,12.21,19.83,112.57,14.82,28.46
6426,2430.2,41.48,11.6,18.51,112.57,14.44,28.34
6427,2438.13,41.48,12.03,18.52,112.63,14.84,28.28
6428,2456.01,41.64,12.98,20.49,112.7,14.95,28.33
6429,2484.52,41.52,12.49,18.82,112.66,14.61,28.34
6430,2490.94,41.46,11.2,17.56,112.64,14.72,28.25
6431,2484.14,41.31,10.13,17.12,112.59,14.87,28.36
6432,2489.19,41.16,9.68,16.26,112.54,14.4,28.35
6433,2483.88,41.19,9.46,17.49,112.58,14.34,28.33
6434,2460.22,41.29,9.64,17.48,112.6,15.01,28.3
6435,2488.0,41.22,9.76,17.23,112.65,14.73,28.47
6436,2501.24,41.18,9.67,17.71,112.61,14.47,28.56
6437,2531.53,40.86,10.34,17.24,112.64,14.76,28.68
6438,2503.43,40.76,9.79,16.42,112.62,14.46,28.61
6439,2471.36,40.69,10.92,16.42,112.63,14.62,28.6
6440,2456.49,40.56,11.67,17.41,112.64,14.6,28.56
6441,2470.9,40.64,12.32,19.7,112.64,14.64,28.58
6442,2491.76,40.52,11.65,20.46,112.61,14.65,28.61
6443,2497.42,40.35,11.48,21.29,112.66,14.52,28.56
6444,2499.42,40.32,12.0,20.46,112.66,14.21,28.53
6445,2514.49,40.18,11.72,19.72,112.62,15.29,28.53
6446,2501.9,40.31,11.14,21.24,112.62,14.82,28.57
6447,2521.86,40.44,10.58,22.2,112.68,14.73,28.67
6448,2558.14,40.52,10.1,22.36,112.64,14.78,28.52
6449,2528.63,40.54,9.26,21.95,112.67,14.47,28.61
6450,2519.54,40.49,11.72,22.2,112.58,14.18,28.75
6451,2488.28,40.46,10.08,22.53,112.58,14.7,28.75
6452,2468.92,40.38,9.37,21.39,112.57,14.58,28.69
6453,2478.02,40.15,9.99,20.27,112.61,14.96,28.78
6454,2444.58,40.2,9.56,20.8,112.58,14.96,28.69
6455,2434.55,40.37,9.49,20.83,112.56,14.72,28.67
6456,2461.92,40.25,9.94,19.09,112.58,14.86,28.59
6457,2469.98,40.35,10.91,20.73,112.58,14.99,28.44
6458,2488.05,40.38,10.71,18.97,112.57,14.57,28.42
6459,2462.8,40.39,11.46,19.32,112.57,14.58,28.35
6460,2466.87,40.26,10.04,18.44,112.53,14.56,28.41
6461,2507.91,40.46,9.74,20.97,112.49,14.56,28.55
6462,2493.65,40.61,10.33,21.07,112.57,14.71,28.7
6463,2485.19,40.61,11.96,21.5,112.57,14.67,28.74
6464,2499.82,40.75,11.16,21.22,112.53,14.47,28.83
6465,2483.88,40.95,10.33,19.91,112.59,14.59,28.82
6466,2503.83,41.18,10.78,20.14,112.62,14.78,28.8
6467,2472.07,41.37,10.95,20.33,112.67,14.55,28.64
6468,2431.89,41.41,10.4,19.06,112.69,14.52,28.88
6469,2450.97,41.32,9.49,19.46,112.74,14.26,28.84
6470,2441.96,41.38,9.26,20.04,112.72,14.94,28.98
6471,2442.74,41.41,9.87,19.25,112.79,14.44,29.03
6472,2472.27,41.41,9.72,19.54,112.74,14.77,28.95
6473,2494.1,41.56,10.87,21.0,112.83,14.58,28.94
6474,2475.79,41.52,10.78,20.9,112.82,14.45,29.06
6475,2494.17,41.39,11.28,20.37,112.92,14.54,29.15
6476,2493.54,41.34,11.48,19.9,112.97,14.78,29.09
6477,2506.84,41.27,11.11,20.09,112.97,14.62,28.95
6478,2509.83,41.27,11.77,21.36,112.96,14.44,28.93
6479,2482.94,41.35,10.76,21.09,112.98,14.49,28.9
6480,2474.04,41.14,10.34,20.75,112.97,14.2,28.99
6481,2432.07,41.12,10.08,20.37,112.94,14.67,29.02
6482,2446.66,40.95,10.47,20.44,112.93,14.53,28.85
6483,2462.59,40.75,11.02,21.45,112.9,14.25,28.95
6484,2454.76,40.84,10.4,21.66,112.87,14.94,28.95
6485,2458.38,40.65,9.69,20.38,112.83,14.64,28.92
6486,2444.42,40.65,9.88,19.91,112.88,14.54,28.93
6487,2475.71,40.5,8.75,19.3,112.9,15.12,29.03
6488,2452.86,40.58,9.81,19.54,112.87,14.29,29.07
6489,2452.08,40.52,9.74,18.82,112.92,14.95,28.97
6490,2430.97,40.44,8.92,18.45,112.93,14.44,28.99
6491,2443.44,40.51,8.19,18.83,113.02,15.05,28.93
6492,2469.99,40.42,8.71,18.0,113.06,14.56,28.74
6493,2431.84,40.57,9.23,18.67,113.02,14.59,28.72
6494,2453.91,40.7,8.85,18.31,113.01,14.41,28.88
6495,2494.11,40.94,9.09,18.74,113.02,14.92,28.66
6496,2498.54,40.89,8.37,16.74,113.06,14.43,28.65
6497,2486.52,40.92,8.44,17.68,113.07,14.6,28.67
6498,2489.68,41.0,9.91,19.62,113.05,14.69,28.71
6499,2481.21,40.73,11.72,19.54,113.03,14.46,28.7
6500,2522.74,40.52,11.47,19.09,113.1,14.6,28.62
6501,2535.92,40.44,11.75,19.24,113.07,14.72,28.56
6502,2547.79,40.28,11.98,19.47,113.11,14.47,28.77
6503,2581.99,40.14,10.48,19.59,113.06,14.45,28.72
6504,2594.46,40.0,9.6,19.01,113.02,14.9,28.69
6505,2574.35,39.8,7.86,17.86,113.02,14.67,28.9
6506,2558.82,39.61,8.51,19.87,113.07,14.38,28.82
6507,2591.79,39.48,10.28,19.65,113.19,15.02,28.85
6508,2558.19,39.39,11.18,20.48,113.21,14.78,28.92
6509,2540.31,39.39,11.17,21.44,113.18,14.88,29.02
6510,2507.62,39.34,11.04,20.92,113.13,14.58,28.87
6511,2463.1,39.36,10.73,20.95,113.11,14.69,28.79
6512,2443.33,39.35,11.58,19.7,113.15,14.48,28.83
6513,2427.23,39.47,11.72,20.37,113.16,14.5,28.99
6514,2417.81,39.45,11.67,20.45,113.17,14.52,28.85
6515,2432.63,39.2,10.69,20.12,113.17,14.69,28.75
6516,2432.89,39.15,11.16,20.25,113.19,14.23,28.74
6517,2453.6,39.17,11.0,21.55,113.26,14.81,28.76
6518,2454.63,39.19,11.29,22.17,113.28,14.58,28.83
6519,2455.66,39.08,12.03,22.63,113.29,14.72,28.76
6520,2446.8,39.09,10.59,21.3,113.26,14.78,28.75
6521,2483.09,38.97,10.35,19.34,113.3,14.51,28.79
6522,2466.04,38.78,10.03,19.37,113.36,14.26,28.93
6523,2477.8,38.76,9.66,19.24,113.37,14.78,28.93
6524,2445.72,38.74,8.86,19.31,113.35,14.77,28.93
6525,2437.94,38.99,8.58,20.68,113.36,14.35,28.87
6526,2475.8,38.95,7.9,19.08,113.4,15.18,29.06
6527,2483.51,39.11,8.92,20.43,113.43,14.47,29.08
6528,2448.52,39.09,9.39,18.6,113.43,14.73,29.2
6529,2427.45,39.41,9.93,19.29,113.4,14.71,29.11
6530,2462.0,39.51,8.52,17.06,113.4,15.01,29.1
6531,2462.77,39.59,10.34,16.95,113.42,14.5,28.95
6532,2457.3,39.79,10.15,17.75,113.38,14.81,28.8
6533,2443.84,39.95,11.69,16.99,113.36,14.35,28.96
6534,2443.12,40.22,12.34,17.81,113.36,14.58,28.91
6535,2476.6,40.15,12.0,17.88,113.36,14.9,28.98
6536,2462.99,40.0,13.52,18.45,113.33,14.69,28.82
6537,2454.06,40.15,13.78,19.57,113.35,15.03,28.7
6538,2471.0,40.28,13.37,19.56,113.36,14.53,28.79
6539,2453.87,40.46,12.9,19.84,113.3,14.41,28.92
6540,2441.06,40.43,13.52,18.64,113.23,14.88,28.81
6541,2447.97,40.33,12.83,18.38,113.17,14.71,28.89
6542,2454.37,40.34,12.33,17.96,113.19,15.1,28.92
6543,2442.32,40.23,11.7,16.66,113.24,14.33,28.94
6544,2456.85,40.16,11.01,17.51,113.2,14.41,29.08
6545,2463.41,40.02,10.43,16.78,113.25,14.82,29.02
6546,2426.37,40.13,11.95,19.21,113.27,15.39,29.12
6547,2449.28,40.11,12.64,18.4,113.24,14.64,29.2
6548,2442.64,40.18,12.68,17.91,113.27,14.94,29.09
6549,2463.66,40.09,12.06,18.93,113.26,14.63,29.16
6550,2505.93,39.86,11.49,17.85,113.28,14.35,29.17
6551,2499.62,39.85,11.12,16.14,113.24,15.17,29.1
6552,2483.35,39.91,12.55,16.17,113.25,14.6,29.2
6553,2508.6,39.73,12.61,16.09,113.23,14.56,29.28
6554,2487.78,39.97,13.14,16.96,113.25,14.36,29.34
6555,2523.58,39.85,13.07,15.55,113.24,14.5,28.99
6556,2507.27,39.84,12.13,13.96,113.18,14.63,29.04
6557,2489.87,39.85,12.08,15.15,113.21,14.98,29.03
6558,2533.5,39.71,11.09,15.52,113.22,14.92,29.0
6559,2530.91,39.58,12.01,15.2,113.15,14.61,29.03
6560,2553.51,39.56,11.28,13.65,113.11,15.03,29.04
6561,2539.23,39.42,10.77,13.14,113.09,14.73,29.02
6562,2525.3,39.38,11.41,14.24,113.07,14.73,29.0
6563,2456.43,39.37,10.78,14.86,112.98,15.42,29.1
6564,2476.26,39.55,10.69,16.11,113.0,14.53,29.19
6565,2481.64,39.76,8.69,15.52,113.01,15.08,29.24
6566,2476.28,39.75,8.64,14.08,112.98,14.42,29.3
6567,2485.71,39.72,9.32,14.9,112.96,14.76,29.34
6568,2484.47,40.01,9.12,17.5,112.98,14.68,29.39
6569,2462.81,39.81,9.73,15.98,112.88,14.23,29.32
6570,2470.07,39.81,9.82,15.96,112.9,14.71,29.35
6571,2465.31,39.76,10.78,17.08,112.93,14.69,29.39
6572,2481.16,40.01,10.32,19.76,112.94,14.35,29.57
6573,2474.94,40.09,10.22,18.5,112.97,14.9,29.6
6574,2465.83,40.15,9.14,18.1,112.97,14.52,29.5
6575,2457.16,40.28,9.29,18.0,112.97,14.28,29.66
6576,2444.18,40.51,9.23,18.76,112.96,14.78,29.47
6577,2440.65,40.56,10.19,17.39,113.0,14.12,29.44
6578,2456.75,40.59,9.78,18.4,113.02,14.67,29.29
6579,2445.98,40.41,9.55,18.74,113.1,14.34,29.44
6580,2428.69,40.52,9.2,20.53,113.09,14.69,29.37
6581,2452.43,40.43,9.39,19.48,113.13,14.64,29.26
6582,2455.26,40.47,11.15,21.87,113.17,14.45,29.21
6583,2474.41,40.36,8.32,20.65,113.17,14.55,29.14
6584,2471.32,40.35,8.54,20.46,113.15,14.63,29.09
6585,2461.96,40.35,9.71,21.67,113.12,14.94,29.03
6586,2431.88,40.62,9.55,22.09,113.13,14.74,28.97
6587,2417.4,40.49,10.11,20.55,113.06,14.6,28.99
6588,2403.85,39.4,11.11,20.52,113.07,14.45,28.98
6589,2409.32,38.42,10.83,20.54,113.08,14.68,28.88
6590,2394.54,36.44,10.24,19.6,113.11,14.3,28.74
6591,2355.22,35.02,10.96,19.07,113.09,14.55,28.82
6592,2282.48,34.42,11.25,18.46,113.14,14.29,28.88
6593,2272.97,32.53,11.03,17.89,113.16,14.88,28.97
6594,2267.77,31.62,11.35,17.94,113.12,14.21,28.98
6595,2253.66,29.66,11.89,18.82,113.18,15.17,29.08
6596,2197.69,28.8,11.55,16.68,113.2,14.46,29.14
